RunNo,Restart,Cost,Time,InitialSolutionGenerationTime,Iterations,HeuristicCalls,HeuristicQueenCalls,AvgNumIterationsBeforeLocalMinima
147,1000,5,119.5,0.078125,64078,128156,6856346,63.01398601398601
148,210,0,20.484375,0.0,13810,27620,1477670,64.48571428571428
149,258,0,24.71875,0.03125,16790,33580,1796530,63.89922480620155
150,1000,3,94.90625,0.03125,63142,126284,6756194,62.07892107892108
151,147,0,14.3125,0.015625,9628,19256,1030196,64.10884353741497
152,7,0,0.6875,0.0,445,890,47615,57.857142857142854
153,100,0,13.8125,0.046875,6443,12886,689401,62.89
154,238,0,23.109375,0.015625,15591,31182,1668237,64.26470588235294
155,15,0,1.46875,0.0,889,1778,95123,56.0
156,840,0,82.25,0.0625,53634,107268,5738838,62.79047619047619
157,229,0,22.203125,0.0,14419,28838,1542833,61.777292576419214
158,1000,4,94.859375,0.09375,64231,128462,6872717,63.166833166833165
159,37,0,3.28125,0.0,2321,4642,248347,60.4054054054054
160,188,0,17.234375,0.03125,12659,25318,1354513,66.09042553191489
161,180,0,16.234375,0.0,11607,23214,1241949,63.3
162,204,0,18.28125,0.046875,13402,26804,1434014,64.51470588235294
163,286,0,27.3125,0.03125,18393,36786,1968051,63.21328671328671
164,404,0,37.765625,0.015625,25733,51466,2753431,62.62128712871287
165,40,0,8.859375,0.0,2405,4810,257335,57.85
166,749,0,75.796875,0.15625,48408,96816,5179656,63.5781041388518
167,735,0,68.046875,0.046875,47162,94324,5046334,63.1265306122449
168,438,0,45.921875,0.015625,28527,57054,3052389,64.04566210045662
169,29,0,2.71875,0.0,1828,3656,195596,60.96551724137931
170,52,0,4.890625,0.0,3266,6532,349462,61.19230769230769
171,351,0,38.59375,0.046875,22555,45110,2413385,63.15099715099715
172,39,0,3.828125,0.0,2687,5374,287509,66.6923076923077
173,74,0,6.96875,0.0,4869,9738,520983,64.1891891891892
174,533,0,50.0,0.046875,35000,70000,3745000,64.5703564727955
175,79,0,7.9375,0.015625,4969,9938,531683,61.50632911392405
176,150,0,15.125,0.015625,9759,19518,1044213,63.81333333333333
177,303,0,28.375,0.03125,19161,38322,2050227,62.12541254125413
178,318,0,35.015625,0.0,21172,42344,2265404,65.45911949685535
179,256,0,24.390625,0.03125,17288,34576,1849816,66.38671875
180,13,0,1.25,0.0,880,1760,94160,63.76923076923077
181,139,0,12.828125,0.015625,8478,16956,907146,59.669064748201436
182,85,0,7.96875,0.0,5586,11172,597702,64.15294117647059
183,308,0,28.8125,0.015625,19835,39670,2122345,63.253246753246756
184,110,0,10.3125,0.0,6893,13786,737551,61.22727272727273
185,425,0,39.53125,0.046875,27096,54192,2899272,62.56470588235294
186,748,0,74.671875,0.03125,48388,96776,5177516,63.655080213903744
187,490,0,45.6875,0.03125,31754,63508,3397678,63.734693877551024
188,388,0,36.28125,0.046875,25087,50174,2684309,63.45618556701031
189,206,0,19.625,0.03125,13420,26840,1435940,63.87864077669903
190,645,0,65.875,0.015625,42041,84082,4498387,64.11007751937984
191,34,0,3.375,0.0,2381,4762,254767,67.70588235294117
192,22,0,2.203125,0.0,1431,2862,153117,61.68181818181818
193,492,0,48.234375,0.046875,32408,64816,3467656,64.77439024390245
194,708,0,66.203125,0.109375,45836,91672,4904452,63.67796610169491
195,1000,4,98.5625,0.078125,64632,129264,6915624,63.56743256743257
196,90,0,8.515625,0.015625,5942,11884,635794,64.53333333333333
197,307,0,28.484375,0.0,19700,39400,2107900,63.0586319218241
198,61,0,5.78125,0.015625,3915,7830,418905,62.295081967213115
199,521,0,48.578125,0.046875,33885,67770,3625695,63.95585412667946
