RunNo,Restart,Cost,Time,InitialSolutionGenerationTime,Iterations,HeuristicCalls,HeuristicQueenCalls,AvgNumIterationsBeforeLocalMinima
87,1000,2,122.21875,0.078125,49416,98832,5287512,43.68725868725869
88,987,0,125.1875,0.109375,48797,97594,5221279,44.269090909090906
89,451,0,55.078125,0.046875,22254,44508,2381178,43.859375
90,1000,2,130.21875,0.15625,49243,98486,5269001,43.35294117647059
91,920,0,113.46875,0.1875,45393,90786,4857051,43.95785440613027
92,987,0,125.515625,0.0625,48647,97294,5205229,43.70289855072464
93,129,0,16.015625,0.015625,6448,12896,689936,44.75
94,51,0,6.546875,0.046875,2549,5098,272743,41.416666666666664
95,457,0,55.953125,0.03125,22635,45270,2421945,43.87068965517241
96,98,0,12.0,0.015625,4960,9920,530720,45.5
97,703,0,85.59375,0.09375,34682,69364,3710974,42.87647058823529
98,777,0,100.390625,0.015625,38329,76658,4101203,43.46341463414634
99,187,0,22.65625,0.015625,9256,18512,990392,44.14545454545455
